id,gender,age,education,work_experience,H_self,E_self,A_self,C_self,g_level,question_type,content,question_content
5c54bf7d77f9e700015ef638,2,45.0,5,25.0,4.0625,3.1875,2.9375,4.5,3,q3,"In terms of situations where I made professional decisions that could affect my own status or how much money make, how do I usually behave in those situations and why do you think that is? So I do like money. I'm not going to lie. I like being successful, but I also don't believe in compromising my values or my beliefs or my work ethic. So in other words, a good example would be I used to work at a very large corporation. They were private, but I just lost all kinds of zest and feel for what I was doing at that organization. It was very steady, eddy. I could have done my job in my sleep. I would have still probably received fantastic bonuses, shares, profit sharing, benefits that were the Cadillac version of what most people would get in an organization. But I just felt like that staying there and just taking money without having the passion for what I was doing isn't really, it's not a good thing. And so I decided to go to a much smaller firm, very small. So we're talking about 55,000 people to 10. It's a huge change. And to really do something that gave me passion, but also where I felt like I could make immediate impacts and where the velocity and pace of change could be different. And so for me, I gave up money. I gave up healthy, fantastic 401k match. I gave up things that, yeah, it probably will impact me long term, especially for retirement. But I also believe that those aren't the most important things. And so if you are able to do something that gives you passion, if you're able to do something that really is meaningful, for me, that's one of my key values is to not just kind of call it in and have to do something, just the very basic. I wanted to do something that was a little bit more fulfilling, and I wanted to be able to do work that was meaningful, but also that you would get the absolute best out of me. So why do I think that things are that way? I do believe I have a very strong moral compass, and I think sometimes it's unpleasant to stand up for what you believe. And so that's why I believe I react that way.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
5c54bf7d77f9e700015ef638,2,45.0,5,25.0,4.0625,3.1875,2.9375,4.5,3,q4,"So how do I behave when I enter a new team of people? So I try to introduce myself. I try to find areas of where do we have commonalities? How do you really form a team and how do you start to build that process? And so I try to get to know my coworkers on a more personal level, understand where they came from, what drives them, what would they like to get all the experience. And then I start trying to find things that we have commonalities with. And sometimes there isn't a lot. And then you just have to, you know, you have to try to start forging kind of a team from scratch or from, you know, you're very alien to each other. But I think it's really important when, yes, you have the work that has to be done. That's when I normally join teams, right? It's a project team. It's something like you've been tasked to do something. So you got to do that, whether you like each other or not. And I don't think you have to like everyone, but you have to respect people and work together. And sometimes if you can build a personal relationship, then that helps to kind of form that team so you can storm together for common goals. You know, in the times where maybe we're just, we're not at all alike, it's still just then start looking at like, wow, you're an expert at say change management. I want to learn from you. I want to get to know you in a different level. And so that's how I personally act. And then I try to really listen more than talk so that we can get to know each other and then be able to kind of build that trust and respect so that as you continue to work together as a team, that things will just become easier because you have mutual respect and kind of respect and not only work ethic together, but you really kind of build something together where you have that trust that, hey, if they say they're going to do something, they're going to do it. And if I say, I'm going to do something, they're going to trust that I'm going to do it too. And that we have kind of our common goal as our shared objective.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
5c54bf7d77f9e700015ef638,2,45.0,5,25.0,4.0625,3.1875,2.9375,4.5,3,q5,"So situations where someone annoys me, well that happens all the time. I mean, we're human beings. My partner would tell you he can't stand how I, you know, suck a lollipop. Like he hates that if I move it around my teeth and it makes or hard candies and it makes a noise. But that doesn't mean that we can't work together or that we can't have a functioning relationship. So I think yes, I have situations where people annoy me. But most of the time I take a step back and think to myself, well, I mean, I'm sure I annoy them. Is that really detrimental to working together? No. You know, if it's something in terms of annoying because maybe you're continuously not delivering something or you're not coming to meetings on time and it's disruptive to the team, then I'll take that person aside. Or I'll ask to speak to them where it's private one-on-one and say, hey, you know, and I had to do that before. I had a co-worker, she was at the same level as me. We're both in leadership and, you know, I explained to her that, you know, I like sarcasm personally. However, I could tell that when people don't know you sarcasm comes off very differently and it comes off can count as mean. And so that it has a place but be judicious about how to leverage it. And I could tell she's a little bit defensive at first, but, you know, then I said I just noticed how some people reacted in the room. And, you know, maybe this group, they're just not, they're just not seeing it. They're not, they're not enjoying themselves with it. That doesn't just mean to say that we can't, you can't do that in a different environment or different group. But the only time I really said something to her was when I could tell and I could read the room that some people it was really having a very adverse effect on. So, you know, I think the reason why I act that way is that I know that I know that I'm annoying to people. You may be annoyed listening to me on this interview. So we all do that. That's not, that's the nature of being human. But if it is becoming destructive to an environment then you have to take a person aside and actually have a conversation about it.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
5c54bf7d77f9e700015ef638,2,45.0,5,25.0,4.0625,3.1875,2.9375,4.5,3,q6,"So situations where my work or workspace are not very organized. Work, I tend to be very organized. It's the nature of the job I do. If not, I could lose track of time and clients are paying me money that I can't, I have to ensure that I'm delivering what I said I was going to deliver at the time. I said I was going to deliver and at the scope I was going to deliver. But right now, like if you were to look at my room, we're coming back from the holidays and this is my home office and it's more disorganized than what I'd like it to be. And that to me starts to impact for myself. It starts to impact kind of how I can focus at work. Like I like organized space, organized work. So it's pretty atypical for me to be disorganized at work. Workplace, yeah, this kind of is also my staging ground for some other things, like for my personal life because I work from home predominantly. And so I know instead of doing a different type of lunch break today, I plan to get myself organized because I need that, especially moving into the new year. That makes me be able to think freely and focus on work and not be distracted by, oh gosh, where are those papers over there for? What are those files for? So that's really important to me. And why do I think it's that important? I think, you know, organized work is number one, it helps you to be able to, when you don't have to think about, well, what's next? I didn't think about that. What's the timeline? Then you can't really focus on the task that has to be completed. And to me, a disorganized workspace is the same way. You know, you start feeling like, well, I can't find something that on my notepad because everything's disorganized. So for me, it's important to get that resolved when it starts to slip, especially the workplace so that I can focus freely on work.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
5c580c3dd3cc6b0001d9ffbf,2,43.8,3,15.8,3.25,2.5,3.75,3.875,3,q1,"My greatest strengths as an employee are that I generally I am a fast learner. I'm driven. I like to learn as much as I possibly can about every aspect of the job. And I like to compete with myself. I try to be better than I was the day before, every day. I try to make every day better and try to learn more every day. And I will try to learn everything and I will try to excel everything that there is to do. Oh, the weaknesses. The weaknesses are I generally get people to follow me. And even without trying to. And if I think that the company is being unfair to employees, then usually everybody backs me up on whatever. But I mean, as long as the company is good to employees and doesn't do anything wrong, then that shouldn't be an issue.",general
5c580c3dd3cc6b0001d9ffbf,2,43.8,3,15.8,3.25,2.5,3.75,3.875,3,q2,"My best friend would describe me as very smart, very capable, dependable, extremely giving, always there, if she needs me, I'm an apple, always there, but if she needs me, I'm there. It was a spontaneous surprise. I gave her a car once, so I mean, giving, friendly, smart, and dependable.",general
5c580c3dd3cc6b0001d9ffbf,2,43.8,3,15.8,3.25,2.5,3.75,3.875,3,q3,"I tend to not think that money is the most important thing in anything. So I've had situations where I could have done things that would have made me more money, but overall would have affected other people negatively. And I did not do those things to make more money instead. I did the opposite, and it was a positive benefit for everybody else. And I mean, it was a positive benefit for me also. It wasn't on the extreme, you know, like I would have been better off financially had I chosen to do the other thing, but I think it's best to help other people. And even for a company, it's better for everybody to win instead of just one person.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
5c580c3dd3cc6b0001d9ffbf,2,43.8,3,15.8,3.25,2.5,3.75,3.875,3,q4,"I think it's exciting to join your teams. Generally, I'm really excited and really energetic and ready to find out what everybody else's strengths and not really care about the weaknesses. But if you find other weaknesses, then you know what somebody else is stronger in. Then you know who should take on what. Because whatever you're stronger in and somebody else's weaker in, then you just put the stronger people there to cover those because everybody has their strengths. And I'm always super excited to meet new people and to join new teams and see what we can do. So yeah, that's an exciting time. It's fun.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
5c580c3dd3cc6b0001d9ffbf,2,43.8,3,15.8,3.25,2.5,3.75,3.875,3,q5,"It takes a lot for somebody to annoy me, it really does. And when someone does annoy me, generally I try to figure out what it is about what they're doing that annoys me. And I try to associate with that with something that, you know, like, it's because, like, it's just not an intentional thing. It's because, you know, this or that is going on in their life or whatever. And then I just try to distance myself whenever that moment occurs, that they're going to be annoying. And whenever I can't, then I try to change it. You know, like, if something certain is said or something certain is done and that's whenever they become annoying, then I either try to be around or not be around whenever that time occurs or just try to not have them do that job. So that I don't necessarily have to be annoying, I guess. And it really takes a lot to annoy me. And I think that that is because all people are different. I believe all people are different. And certain things don't gel with others. But we all have a right to be who we are.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
5c580c3dd3cc6b0001d9ffbf,2,43.8,3,15.8,3.25,2.5,3.75,3.875,3,q6,"I love to be organized. I do at home. Most of my stuff is organized, but my workspaces are not very organized at all, ever, typically, like at all. The reason for this is, generally, I am, you know, doing 15 things at one time. So, and I work in a fast pace. I like working in a fast pace, and I like doing multiple things, not at one time, but just like I might do this now. And then as soon as I'm done with that, I'm jumping onto something else. And so my workspace is not very organized at all. Usually it's very messy, but it's just because I'm busy, and I want to get as much done as I possibly can. I want to focus all my attention on whatever I am doing. And that tends to leave a messy, messy workspace.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
5c5c3c5a676a2800013eba45,1,34.9,3,17.5,3.5,2.1875,3.1875,3.75,2,q1,"Some of my greatest strengths as an employee, I would say, is that I'm very hardworking and dedicated and I have a great leadership ability about me. I've always been around groups of people and I try to be efficient and effective, but also respectful of other people. My weakness, I would say, is sometimes I could care a little bit too much about what people think of me. So I try to not let that affect my decision making abilities, but sometimes it gets a little hard.",general
5c5c3c5a676a2800013eba45,1,34.9,3,17.5,3.5,2.1875,3.1875,3.75,2,q2,My best friend would probably describe me as caring yet also very honest and upfront. I don't sugarcoat things too much so you always know exactly where my head's at and what I'm thinking but I'm still trying to be respectful of other people's feelings. I think that's very important. She'd also probably say that I try to help out as much as possible and be there for people in a time of need.,general
5c5c3c5a676a2800013eba45,1,34.9,3,17.5,3.5,2.1875,3.1875,3.75,2,q3,"I have been in situations where I've had to just make a decision based off of what I think is best for myself and my company and also for our customers, especially being there earlier than most management. I think that making those decisions definitely prove to higher management that I'm capable of moving up in the company and them being able to trust me with making informed and good decisions for the company. I think that just comes with also having that leadership ability that I was previously talking about.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
5c5c3c5a676a2800013eba45,1,34.9,3,17.5,3.5,2.1875,3.1875,3.75,2,q4,"So not only have I joined new teams of people in regards to jobs, but also just sports in general. I tend to be slightly more reserved and just try to scope out how other people are and how they like to communicate and all adjust and try to fit in the best. That way I'm not causing any waves or disrupting anything. I feel like I'm very adaptable due to always being on so many different sports teams growing up. I think it is definitely a benefit now as an adult being able to adjust and fit in appropriately for wherever I am.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
5c5c3c5a676a2800013eba45,1,34.9,3,17.5,3.5,2.1875,3.1875,3.75,2,q5,"I try not to let things annoy me. I try to brush them all off, but it does annoy me when people are not open-minded and I believe that you can have disagreements with people and have a civil conversation without it turning into an argument. I don't think that it's always up to you to change someone's mind. So when someone's closed-minded and forcing their way and not really understanding where you're coming from or not listening to you and just thinking you're automatically in the wrong and not being able to understand that we're different people. That really bothers me because I do understand that everyone is different and was raised differently. So we're all gonna think different. I can't force my opinions on people. So when they think that way it's a little frustrating.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
5c5c3c5a676a2800013eba45,1,34.9,3,17.5,3.5,2.1875,3.1875,3.75,2,q6,"I have come into different workplaces where either my position wasn't filled before me or it was someone who wasn't qualified for that position so it was very hectic and I've had to organize. I usually just buckle down and try and think of the most efficient way to do things and make sure that other people are also going to be able to understand the system that I created for whenever I either move up or change positions. And also being a mom, I think that really having that organizational skill has definitely benefited me in that aspect.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
5c79bc94d454af00160e2eee,2,31.0,5,12.2,2.5625,4.625,1.75,4.3125,3,q1,"As an employee, my greatest strength is leadership ability. I'm good at setting up people and telling them what they need to do and delegating tasks to different people. I'm also good at getting people to listen to me. And another thing that's my strength is I'm very empathetic and compassionate. So if an employee is having a hard time at home, I'm able to really relate to them and make them feel a lot better. My weakness would be trying too hard to be a perfectionist. So sometimes my work takes longer because I am looking at every single tiny detail and I'll go through my work over and over again. And even then, I won't think it's good enough. And my projects sometimes tend to be late or I need to be told by my boss to get it going. Otherwise, I will spend forever looking at it and trying to perfect it. And that's definitely my one weakness that I wish I could change.",general
5c79bc94d454af00160e2eee,2,31.0,5,12.2,2.5625,4.625,1.75,4.3125,3,q2,"My best friend would describe me as very hardworking. For as long as she's known me, I have been very motivated to do my best. I've been in the workforce ever since I've known her and she's seen me work my way up. So I think the number one thing she'd use to describe me would definitely be hardworking and motivated. I can't imagine being any other way. I can't spend time at home being lazy or I feel guilty. Even on my days off, I feel like I need to be doing something productive. The second thing she would say is that I'm very compassionate and empathetic. I think she'd say that because I've cried when watching the news before, hearing about the war in Ukraine, police injustice, or just seeing a homeless person on the street. I'll feel really bad. I try to help people as much as I can. She knows that my dream goal is to work with addicts, recovering addicts, to try and help them. I also buy homeless people food. So yeah, she'd call me compassionate. She'd probably say I'm a little too compassionate sometimes.",general
5c79bc94d454af00160e2eee,2,31.0,5,12.2,2.5625,4.625,1.75,4.3125,3,q3,"I used to work in sales where I got a commission. I worked for the skincare brand called Proactive. Honestly, I'm pretty good at being able to make sales because of my past experience working there. I know how to talk to people. I know how to be persuasive. I don't give up when people tell me no. I think that I could be a great asset in that way because I would be good at convincing people to be clients of your company or buy your product. I could call other businesses. I could call people. I could answer questions on social media. That's another reason why I'm good at sales because I'm active in social media. I know how to talk to people. I'm proactive. I had to make a lot of decisions like who to stop and talk to, whether or not to talk about the person's skin, and just being really persuasive. If the person doesn't want the item, I would ask if they have family members, like a daughter or son, that could use it. I can be really persuasive like that.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
5c79bc94d454af00160e2eee,2,31.0,5,12.2,2.5625,4.625,1.75,4.3125,3,q4,"When I enter a new team, I tend to be a little shy. I'm always shy when meeting new people. And especially if I'm working with a team of people, I get really shy because I get nervous about saying the wrong things. When I'm with a new work team, I want to make a really good impression. I want people to like me, and I try to get to know their personalities before I start talking too much at them to know what they're like. And eventually, after I get to know them, I will find ways to relate to them. And then I'll usually, I'll then be pretty chatty with them once I do get to know them. I'll ask them a lot of questions, try to find out about their personal life. Because I think that when you work as a team, you've got to kind of be friendly with them too, be friends with them, be someone you can talk to about your problems, and they can talk to you about theirs. And I try to find out everyone's strengths so that we can efficiently work on things suited to our own strengths. And yeah, that's the way I like to work as a team.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
5c79bc94d454af00160e2eee,2,31.0,5,12.2,2.5625,4.625,1.75,4.3125,3,q5,"A situation that annoyed me was a subordinate that I have. He is constantly making excuses on why he can't come to work. He's constantly late for work. And I was so annoyed recently that I actually had to write him up. It was his first write up, but I had to show him that it wasn't okay. My last straw was the other day when he claimed he couldn't come into work because his car was stuck in the snow. I told him to put some sand or some salt on it and that he'll be able to get his car out that way because that's what I did. And he said he would try it. But then, you know, I got into work and he never showed up. So I feel like he was just using the car thing as an excuse if he really wanted to come into work he could have. So that was kind of my last straw. So that's when I wrote him up. And I told him the reason why I wrote him up is because he's always making excuses for why he can't come in or why he's late and I'm tired of it. I think the reason why I reacted like that in that situation with anger was just because it had been happening for a really long time. And, you know, I offered him advice to get his car out and he didn't do it.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
5c79bc94d454af00160e2eee,2,31.0,5,12.2,2.5625,4.625,1.75,4.3125,3,q6,"I'm not the most organized person. I got to try really hard to be organized. I remember I was looking for an invoice for a client and took me an hour and a half to find what I needed to find. It was very stressful because it was something I needed right away for my client. I even had one of my coworkers, the secretary, help me look for it because I was getting so frustrated. It is very typical for me to be very disorganized. I think the reason for that is first of all I'm ADHD and second of all it's just my personality and how I've always been. I've always had to try really, really hard to stay organized. It doesn't come naturally to me. So I kind of have to force myself to be that way, to put in the effort to have everything together and put everything in their proper place. Otherwise I'll just have a big mess of papers and other random things, things that don't go together. So I try to take 15 minutes in each of my work days to actually organize the papers that I have for that day or other things I have.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
5c8db07eb1f89a0016777fe0,2,34.9,2,10.0,4.6875,4.0,4.0625,4.375,1,q1,"My greatest strengths as an employee is my customer service skills. I'm very personable. I can relate to people and they can relate to me right off. I'm really good at reading people. I'm really intuitive. So that's helped me in pretty much every job that I've had because I'm able to help people and build trust with them right off. So I feel that that's one of my main strengths. One of my weaknesses, I guess you could say, is I'm very detail oriented. So sometimes I spend too much time on little details instead of just wrapping up something. I try to work on that and make sure I'm not spending too much time on little things that don't matter. So that would be probably one of my biggest weaknesses is being a perfectionist.",general
5c8db07eb1f89a0016777fe0,2,34.9,2,10.0,4.6875,4.0,4.0625,4.375,1,q2,"My best friend would describe me as a very warm and soft-hearted person. I'm really compassionate. I love animals. I love people. I'm really soft-spoken. I don't get angry a lot. I'm really just kind of laid back and just like positive things and positive people. They would really probably describe me as one of the greatest people ever because I'm really easy to get along with and I don't have a lot of flaws or bad habits. I guess you could say I'm really funny. Also, I crack everyone up that I know. So they always say that I'm super funny. So that's probably one of the things my best friend would use to describe me.",general
5c8db07eb1f89a0016777fe0,2,34.9,2,10.0,4.6875,4.0,4.0625,4.375,1,q3,"situations when I made professional decisions that could affect my status. Mainly what comes to mind here is some things that I've seen in the workplace when it comes to sexual harassment, bullying, racism, things like that, that I've spoken up about because I'm not just gonna look the other way. Nobody's gonna get away with acting that way in life, not in the workplace, not outside in public, not in private. You just can't act like that and get away with it. So I make sure to tell people when they're acting like that, that it's inappropriate and that it's not gonna be tolerated. And I tell my bosses that and I don't care if I get fired. I don't care if they demote me. I don't care what happens, but I'm not gonna put up with things like that. And I think that they know that.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
5c8db07eb1f89a0016777fe0,2,34.9,2,10.0,4.6875,4.0,4.0625,4.375,1,q4,"When I enter a new team, I usually behave really friendly. I just get to know everyone because I think that's really important to know everybody's personality and work styles before you start jumping into things. I really just observe for a little bit and try to find my place and help everyone and see what works because I'm just going by my past experiences. That's why I behave that way because trial and error, if I did not behave in that way, I feel that there would be problems. People being misunderstood are misunderstanding me. I just feel it's better to give everyone some space and slowly integrate into the group instead of just doing that all at once and jumping in.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
5c8db07eb1f89a0016777fe0,2,34.9,2,10.0,4.6875,4.0,4.0625,4.375,1,q5,"situations when someone annoyed me. The only thing that bothers me in my work life and personal life is people being rude, people being careless, and people bullying and hurting others. I don't put up with things like that. I'm a really positive person and you know I feed off of other people's positive energy. So when there's a negative vibe or energy in the bunch, it's just like a dark cloud. I just I want to cut it out immediately out of my life, out of work, everything. So if there's a problem, you know, like there there has been several cases where I've had to tell on people for making degrading comments to women and it's just annoying. There's no place for that at work and you know you want to pick up a woman and talk to her that way, do it somewhere else, but it's not going to happen at work. So you know that's just something that really annoyed me and I had to share that with my boss and this person I'm assuming was you know reprimanded for their actions.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
5c8db07eb1f89a0016777fe0,2,34.9,2,10.0,4.6875,4.0,4.0625,4.375,1,q6,situations when my workspace was not very organized. This kind of happens throughout the day sometimes when I have a lot of customers or I have a rush of things to do and stuff just gets piled up on my desk and I just honestly don't have the time to to deal with it until the end of my workday. I just kind of overlook it and sweep it to the side whatever I need to do. I'm always very organized so I know eventually I'm gonna get to it so if it is messy or whatever I just don't let it bother me. I just acknowledge that I need to fix it and go from there. It happens about twice a week probably for me so it's nothing drastic it's nothing new but yeah when I get really backed up I just kind of you know my desk is not a priority basically.,Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
5c91658e319e1200014f6f9b,1,37.5,4,20.2,2.6875,2.1875,3.8125,3.625,2,q1,"So generally I would say some of my biggest strengths are motivation, determination, reliability, and someone typically I'm somebody that always falls through and gets the job done. I'm also a very quick learner. As far as my weaknesses, sometimes I can get distracted if I'm not focused on something that is really interesting to me. So sometimes I have to take a little bit of effort in order to keep myself on track and focused. I'm very good at multitasking but sometimes that's not, I find that's not the correct way to go about things so I'm a little bit more effective if I'm focused on one thing at a time. So I can get distracted with multiple things working on multiple projects at the same time so sometimes I have to try to keep myself on track and focus on one thing.",general
5c91658e319e1200014f6f9b,1,37.5,4,20.2,2.6875,2.1875,3.8125,3.625,2,q2,"how would my best friend describe me? So typically I think they would describe me as someone who's very generous, very friendly, someone who will definitely go out of their way to help, you know, when they need help. Somebody that is adventurous and likes to explore new opportunities, challenges, and also somebody that's very trustworthy. So typically you can rely on me to get things done and to do what I say I'm going to do. So somebody that likes to have a good time, somebody that, you know, is just a really genuinely sincere and kind person. That's probably what I would say.",general
5c91658e319e1200014f6f9b,1,37.5,4,20.2,2.6875,2.1875,3.8125,3.625,2,q3,"Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is? So, typically, I try to behave in a, you know, try to take them with a good amount of importance. Because I know the sort of impact that they can have on my career or on the amount of money that I'm making. So, sometimes you do get a little bit nervous when I know there's a decent amount of weight on that situation. Because, you know, internally I can see the importance of the entire situation and how that can affect, you know, my career or just the amount of money that I'm making. So, I think, you know, I try to handle it very professionally, but I also, I can internally feel the importance of those types of situations.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
5c91658e319e1200014f6f9b,1,37.5,4,20.2,2.6875,2.1875,3.8125,3.625,2,q4,"Think of situations when you joined a new team of people How do you usually behave when you enter a new team? Why do you think that is? so Generally, I usually behave very friendly very outgoing Really try to go above and beyond You know to to make a good first impression with the team and To kind of prove myself to a new group of people You know that I can be Useful and definitely a benefit to the team in general Why do I think that is I think? probably because first impressions are are very important and you don't want to jump into a new group and and automatically start off with a bad connotation or with somebody thinking that Maybe you're not a good addition to the team and kind of rethink The whole you know process so Making a good first impression. I think is important to me, and I want to be seen as somebody that is a benefit and you know adding to the productivity of the team instead of somebody that is just sliding along or somebody that's Maybe a detriment to the team and dragging the team down",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
5c91658e319e1200014f6f9b,1,37.5,4,20.2,2.6875,2.1875,3.8125,3.625,2,q5,"Think of situations when someone annoyed you. How do I usually react in such situations? Why do I think that is? So, I'm generally pretty, pretty calm, and I don't react too emotionally to situations, so. Obviously, we've all been in situations where somebody has been kind of annoying, and we just have to take it. So, the reason why I react like that, I think I'm very even-keeled, not too reactionary on certain things, so unless they've really gone above and beyond annoying me, for the most part, I don't react too much. I stay pretty even, heal and actually think about the situation and what I can do to rectify it or why it annoyed me, try to internalize the whole situation there.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
5c91658e319e1200014f6f9b,1,37.5,4,20.2,2.6875,2.1875,3.8125,3.625,2,q6,"Think of situations when your work or workspace were not very organized. How typical is that of me? Why do I think that is? So I would say there's been a lot of situations where that has been the case. But, you know, probably just having to do with the way my brain works. You know, writing little notes down that used to be, you know, if it was writing something down quick, something I had to refer to, I would write stuff on post-it notes, something that was important like passwords or people's phone numbers or something I had to, you know, refer to. But as technology has gotten, you know, more advanced, I've become a lot better. So my work station is pretty organized. I don't have post-its everywhere. I typically write everything down my notes in my phone or on my computer in a note program. And that helps to keep me organized and declutter everything. So just for me, if I have to, if I can write stuff down and not have to ask people again and again for certain bits of information and also not have to, you know, scramble for the stuff that I need, it helps that I can focus on actually using my brain power for the important tasks and not just remembering or struggling to pull those information bits up again.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
5c93325695153900102e948b,2,32.0,2,14.6,4.6875,2.6875,4.5625,4.6875,1,q1,"My greatest strengths as an employee, I say would be my customer service. I am always, that's my top priority is a happy customer and making sure that I, that they don't leave unhappy. But that's also a weakness of mine too because say for example, when working from home you have time state that they, how long they want you to be on the phone for with each customer and I tend to stay on the phone longer because I want to make sure that they're taken care of. It could be a strength, it could be a weakness of anything, I'll do anything, I'll go above and beyond for a customer.",general
5c93325695153900102e948b,2,32.0,2,14.6,4.6875,2.6875,4.5625,4.6875,1,q2,"I think my best friend would describe me as tenacious. I don't give up. I don't give up. If there's something that I want done or if there's something that I want period, I find a way. I'll find a way to get it or reach it, whatever. I usually am pretty good at getting whatever it is that I want by working hard for it and never giving up, really.",general
5c93325695153900102e948b,2,32.0,2,14.6,4.6875,2.6875,4.5625,4.6875,1,q3,"I only ever make decisions professionally if it's going to help me. So I just, I do what I'm supposed to do is what I do and try to be the best at it pretty much go above and beyond always and just prove myself and I do that to better my life, my situation, my everything. Sorry. Can't think of anything else to add to that. Sorry.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
5c93325695153900102e948b,2,32.0,2,14.6,4.6875,2.6875,4.5625,4.6875,1,q4,"There's been a couple of times where I just started a new job and joined a new team. The first thing I try to do is just get to know everyone. I kind of listen to their responses to things and ask some questions here and there. And I just try to be involved. If I see I can help any part of my team, I do. I think it's important to have a good team and be a good team player so we can all help each other because it makes the job easier, it makes the job more fun. And it helps the customers when you have a good supportive team that wants to be there and wants to help you and just be a part of it.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
5c93325695153900102e948b,2,32.0,2,14.6,4.6875,2.6875,4.5625,4.6875,1,q5,"Oh, there's plenty of situations when someone has annoyed me. Both at work or even at home or personally, like, there's, you know, sometimes it happens. Sometimes you just get annoyed and usually I just remove myself from that situation. If that means leave the room, leave the place I'm at, or just ignore them if I have to. If it's at work, just, you know, politely, you know, let them know, hey, you know, I'm trying to work, you know, or whatever, you know, I'm polite about it. But I never react badly in any way. I don't look to hurt anyone's feelings.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
5c93325695153900102e948b,2,32.0,2,14.6,4.6875,2.6875,4.5625,4.6875,1,q6,"Well, there has been times where my daughter has snuck into my office and thought it'd be fun to play with, you know, things on my desk. And when I would go to work and sit at my desk, everything would be drawn on or sometimes even things spilt or things just everywhere, not where they're supposed to be. And that drives me crazy. So yeah, that means, you know, usually I'm having to clock into work, clean the stuff up at the same time and, you know, it gets a little bit chaotic. But, you know, I can handle it. I get it done.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
5ca73ac06fa13f00189cbe17,1,58.3,5,29.8,4.0625,3.9375,3.5625,3.5,3,q1,"Okay, one of the strengths that I have is I am a very, very good listener. I try to gather all the facts that are available to me before making a decision, before commenting. Another one of my great strengths is the ability to empathize with the questioner and with my fellow employees and also to be able to understand more completely and ask questions of supervisors as far as what is going to be expected of me. So my weaknesses is I don't work that well independently, but that is something that I can work on. I try to be dynamic and wide open in my thinking, but I don't always make it to that particular situation.",general
5ca73ac06fa13f00189cbe17,1,58.3,5,29.8,4.0625,3.9375,3.5625,3.5,3,q2,"my best friend would describe me as caring, compassionate, empathetic, funny, but she'd also describe me as disorganized, a little bit a little bit lazy, a little bit of procrastinator. I think she would she would characterize me as reliable, as consistent, and as generally very, very caring and empathetic towards her. Yes, I think she also likes me because I'm always there for her in a crisis. Yes.",general
5ca73ac06fa13f00189cbe17,1,58.3,5,29.8,4.0625,3.9375,3.5625,3.5,3,q3,"In the past when it has come to situations involving professional decisions and making additional money, I generally tend to focus on can I do the job? Am I the person that they're looking for to perform this task? And if so, how well can I perform it? Have I done it in the past? And I wanna look at the task as a whole, not generally how much money is involved with it. I have focused primarily on money in the past, and most of the time in those situations, I've gotten myself in trouble. I try to listen to the individual setting forth a task and ask pertinent questions as far as to bring everything in much more sharp focus, as far as what needs to be done, how it needs to be done, and how fast it needs to be done.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
